sku,category,name,unit,unit_price_ex_gst,currency,source_files,source_pages,status,review_reason
S09,Sofas,25-S09 $seats+1 seat 280*100*72 64 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 360 112*36*36 *2+104*31 *31 0.39 74.63 3,ea,497.0,AUD,sofas1.pdf,1,OK,
S10,Sofas,25-S10 $sofa 2 seats+pouf 280*110*75 62 Teddy Fleece+Linen Fabric+3350High-density High-resilience Foam 340/285 110*45*45 *2 0.22 52 2,ea,379.0,AUD,sofas1.pdf,1,OK,
S11,Sofas,25-S11 $sofa 2 seats 280*105*80 68 Cotton and Linen+3350High-density High-resilience Foam Cotton and Linen 117*34*34 0.27 50 2,ea,482.0,AUD,sofas1.pdf,2,OK,
S13,Sofas,25-S13 $sofa 2 seats 200*115*71 Anti-Wrinkle Corduroy Fabri+3350High-density High-resilience Foam 400 120*35*35 0.08 27 1,ea,242.0,AUD,sofas1.pdf,2,OK,
S15,Sofas,25-S15 $sofa 2 seats 200*100*68 3350High-density High- resilience Foam 400 109*71*34 0.26 48 1,ea,245.0,AUD,sofas1.pdf,2,OK,
S16,Sofas,25-S16 $sofa 1 seats+pouf 90*90*72 3350High-density High- resilience Foam 400 100*30*30 0.13 17 1,ea,242.0,AUD,sofas1.pdf,2,OK,
S18,Sofas,25-S18 $sofa 2 seats 280*100*80 3350High-density High- resilience Foam 400 109*71*34 0.26 48 1,ea,483.0,AUD,sofas1.pdf,2,OK,
S19,Sofas,25-S19 $sofa 1 seat 120*170*72 3350High-density High- resilience Foam 400 145*55*55 0.45 36 1,ea,243.0,AUD,sofas1.pdf,2,OK,
S20,Sofas,25-S20 $sofa 3 seats+corner table 325*100*72 3350High-density High- resilience Foam 400 110*50*50 *2 85*45*45 0.72 75 2,ea,590.0,AUD,sofas1.pdf,2,OK,
S21,Sofas,25-S21 $sofa 3 seats 300*110*65 77 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 116*31*62 +100*28*2 8 0.30 57 2,ea,470.0,AUD,sofas1.pdf,2,OK,
S22,Sofas,25-S22 $sofa 2 seats 200*90*75 66 Anti-Wrinkle Corduroy Fabri+3350High-density High-resilience Foam 400 109*71*34 0.26 48 1,ea,244.0,AUD,sofas1.pdf,2,OK,
S23,Sofas,25-S23 $sofa 3 seats 280*100*72 70 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 112*40*40 0.36 66 2,ea,378.0,AUD,sofas1.pdf,2,OK,
S24,Sofas,25-S24 $sofa 3 seats 280*100*78 66 Flannel+3350High- density High-resilience Foam 420 122*33*33 *2 0.27 55.2 2,ea,590.0,AUD,sofas1.pdf,3,OK,
S25,Sofas,25-S25 $sofa 1 seat 130*180*68 155 Anti-Wrinkle Corduroy Fabri+3350High-density High-resilience Foam 436 135*45*45 0.27 44.6 1,ea,257.0,AUD,sofas1.pdf,3,OK,
S26,Sofas,25-S26 $sofa 3 seats 300*100*75 Anti-Wrinkle Corduroy Fabri+3350High-density High-resilience Foam 436 110*50*50 *2 85*45*45 0.72 75 3,ea,378.0,AUD,sofas1.pdf,3,OK,
S27,Sofas,25-S27 $sofa 3 seats 245*105*72 70 S644-3 Eco Anti-Wrinkle Corduroy Fabric+3350High-density High-resilience Foam 400 101*27*27 +126*30*3 0+126*30* 30 0.30 57.4 3,ea,377.0,AUD,sofas1.pdf,3,OK,
S28,Sofas,25-S28 $sofa 3 seats 300*100*75 3350High-density High- resilience Foam 436 110*50*50 *2 85*45*45 0.72 75 3,ea,378.0,AUD,sofas1.pdf,3,OK,
S29,Sofas,25-S29 $sofa 3 seats 270*106*60 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 115*33*33 0.25 58 2,ea,376.0,AUD,sofas1.pdf,3,OK,
S30,Sofas,25-S30 $sofa 2 seats 200*90*75 3350High-density High- resilience Foam 400 109*71*34 0.26 48 1,ea,245.0,AUD,sofas1.pdf,3,OK,
S31,Sofas,25-S31 $sofa 3 seats 260*110*76 70 fabric+3350High-density High-resilience Foam 白色450 112*40*40 0.18 58.2 2,ea,516.0,AUD,sofas1.pdf,3,OK,
S32,Sofas,25-S32 $（100+140） 240*105*65 60 Corduroy Fabric+3350High-density High-resilience Foam 330 94*27*27+ 100*33*33 0.18 38.7 1,ea,245.0,AUD,sofas1.pdf,3,OK,
S33,Sofas,25-S33 $sofa 2 seats 190*110*75 55 Knitted Stretch Fabric+High-density High-resilience Foam 980 121*42*42 0.21 48 1,ea,590.0,AUD,sofas1.pdf,3,OK,
S34,Sofas,25-S34 $sofa 1 seat 130*123*53 70 Eco-friendly Anti- wrinkle Chenille Fabric+High-density High-resilience Foam 330 130*29*29 0.10 24.3 1,ea,363.0,AUD,sofas1.pdf,3,OK,
S36,Sofas,25-S36 $*115*71 After Folding： 200*88*71 67 S646-9 Anti-Wrinkle Silver Thread Chenille Fabric+3350High-density High-resilience Foam 360 112*40*40 0.18 30 1,ea,230.0,AUD,sofas1.pdf,4,OK,
S37,Sofas,25-S37 $sofa 1 seat 100*120*92 50 Stretch Fabri）+High- density High-resilience Foam 400 125*35*35 0.15 33 1,ea,244.0,AUD,sofas1.pdf,4,OK,
S39,Sofas,25-S39 $sofa 4 seats 306*170*64 143 S644-9 Eco Anti-Wrinkle Corduroy Fabric+3350High-density High-resilience Foam 400 158*38*38 *2 0.68 101 2,ea,516.0,AUD,sofas1.pdf,4,OK,
S42,Sofas,25-S42 $sofa 3 seats 286*106*63 70 Eco Anti-Wrinkle Flannel+3350High- density High-resilience Foam 400 115*33*33 0.25 60 2,ea,364.0,AUD,sofas1.pdf,4,OK,
S44,Sofas,25-S44 $sofa 3 seats+lounge 360*178/95*6 5 3350High-density High- resilience Foam 436 117*33*33 *2+87*31* 31 0.40 68 2,ea,481.0,AUD,sofas1.pdf,4,OK,
S45,Sofas,25-S45 $sofa 4 seats 270*178/95*6 5 69 Eco Anti-Wrinkle Corduroy Fabric+3350High-density High-resilience Foam 400 117*33*33 0.25 58 2,ea,364.0,AUD,sofas1.pdf,4,OK,
S46,Sofas,25-S46 $sofa 2 seats 200*100*75 0326-26 3350High-density High- resilience Foam Cotton and Linen 115*35*35 0.14 35.7 1,ea,256.0,AUD,sofas1.pdf,4,OK,
S48,Sofas,25-S48 $sofa 4 seats 300*105*70 70 Knitted Stretch Fabric+High-density High-resilience Foam 980 130*36*36 *2 0.29 58 2,ea,485.0,AUD,sofas1.pdf,5,OK,
SC-231,Sofas,SC-231 1920*830*850 poe,ea,478.0,AUD,Sofas.pdf,1,OK,
SC-2316,Sofas,SC-2316 | | Dibba os 1010*820* 850 1880*820*850,ea,573.0,AUD,Sofas.pdf,1,OK,
SC-2318,Sofas,SC-2318 a | 840*840*850 1850*840*850 | me,ea,420.0,AUD,Sofas.pdf,1,OK,
SC-23512,Sofas,SC-23512 .. ii = 1000* 860* 890 2000* 860* 890 | 8] te,ea,535.0,AUD,Sofas.pdf,1,OK,
SC-238,Sofas,"SC-238 dart , 940*820*820 1950*820*820 pepe",ea,535.0,AUD,Sofas.pdf,1,OK,
BC 4,Uncategorised,TB L- 4 03 s ea ts P ro du c t N a me : As s em b l e d o n s it e T BC 4,ea,4608.9,AUD,brisbane.Olympic-Co_Furniture Schedule (B)-2025.11.pdf,5,OK,
GST 0,Uncategorised,GST 0%) «,ea,5778.5,AUD,TCD - LSFRM-03456.pdf,1,OK,
PT01,Uncategorised,PT01 | Floor planter — tall 1,ea,380.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
TA04,Uncategorised,TA04 |6-p Humla style meeting table — 1800x1100,ea,2250.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
TA06,Uncategorised,TA06 | Dining / breakout table — 1800x1100 2,ea,1450.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
TAO2,Uncategorised,TAO2 | 10-p Humla style meeting table — 2800x1800 1,ea,3400.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
TAO3,Uncategorised,TAO3 | Occasional side table — round 2 ;,ea,720.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
TAO7,Uncategorised,"TAO7 Large drum dining table — 01400 1,",ea,2850.0,AUD,"TCD_L4,1_WilliamST_QUOTE.pdf",1,OK,
V 4,Uncategorised,Le g s / Ba se : V 4 4 N oi r S ab le,ea,1043.3,AUD,brisbane.Olympic-Co_Furniture Schedule (B)-2025.11.pdf,1,OK,
A-201,Chairs,A-201 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-202,Chairs,A-202 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-203,Chairs,A-203 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-205,Chairs,A-205 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-206,Chairs,A-206 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-207,Chairs,A-207 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-208,Chairs,A-208 black High-quality mesh fabric + high-density foam + PP + metal 71*57*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-209,Chairs,A-209 black High-quality mesh fabric + high-density foam + PP + metal 71*59*62 2piece per carton,ea,,AUD,chairs.pdf,17,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A-285,Chairs,A-285 black High-quality mesh fabric + high-density foam + PP + metal 70*50*60 2piece per carton 11.5,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A-285-1,Chairs,A-285-1 black High-quality mesh fabric + high-density foam + PP + metal 70*50*65 2piece per carton 12,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A002,Chairs,A002 black frame High-quality mesh fabric + high-density foam + PP + metal Height45 *seat depth50 *seat width50 *chair depth64 *chair width57 *Chair Back Height78 *Floor to Seat Height44-52 *Floor to Chair 72*54*58.5 2pi,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A060,Chairs,A060 black frame High-quality mesh fabric + high-density foam + PP + metal Back Height101.5 47-57*58*106-116 65*50*59 2piece per carton 21.3kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A1068,Chairs,A1068 black leg High-quality mesh fabric + high-density foam + PP + metal *sHeeaitgh td4e2pt-h5512 *seat width50 *chair depth70 *chair width60 *Chair Back Height （to the headrest） 88 *Floor to Seat 92*40*63 1piece per ca,ea,,AUD,chairs.pdf,17,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A1069,Chairs,A1069 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth52 *seat width50 *chair depth70 *chair width60 *Chair Back Height （to the headrest） 88 *Floor to Seat 92*40*63 1piece per carton 17.3,ea,,AUD,chairs.pdf,17,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A222,Chairs,A222 PU leather High-quality PU leather (genuine leather）+ high- density sponge+Doll Sponge+ Wooden Inner Frame + metal legs black grey black grey 115*74*76 L-shaped cardboard box/1 piece per carton 2pieceputcartonsize a,ea,,AUD,chairs.pdf,4,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A2313,Chairs,A2313 Electric Scratch- resistantPU High-Quality genuine leather/ PU leather+ shaping sponge+ Wooden Inner Frame + metal legs Off-white drak grey black 115*78*77 1 piece per carton 45kg,ea,,AUD,chairs.pdf,2,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A2320,Chairs,A2320 Manual Adjustment High-quality High-Quality Eco-Friendly Leather/genuine leather+ high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs greywhite Khaki color black 115*78*77 1 piece per carton 42kg,ea,,AUD,chairs.pdf,2,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A2327,Chairs,A2327 Manual Adjustment High-quality High-Quality Eco-Friendly Leather/genuine leather+ high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs greywhite Khaki color black 118*83*81 1 piece per carton,ea,,AUD,chairs.pdf,3,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A2331,Chairs,A2331 Manual Adjustment High-quality High-Quality Eco-Friendly Leather/genuine leather+ high-density sponge+Doll Sponge+ Wooden Inner Frame + metal legs greywhite Khaki color black 118*83*81 1 piece per carton,ea,,AUD,chairs.pdf,2,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A2501,Chairs,A2501 black frameblack mesh High-quality mesh fabric + high-density foam + PP + metal 70*59*60 2piece per carton 9.95KG,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A28,Chairs,A28 grey grey frame blue s High-quality mesh fabric + high-density foam + PP + metal 75*51*64 2piece per carton,ea,,AUD,chairs.pdf,23,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A3014-V,Chairs,A3014-V black frame With Seat Shell High-quality mesh fabric + high-density foam + PP + metal 74*61*64 3piece per carton,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
A502,Chairs,A502 Electric genuine leather High-Quality genuine leather/ PU leather+ shaping sponge+ Wooden Inner Frame + metal legs grey Khaki color black 115*78*77 1 piece per carton 40KG,ea,,AUD,chairs.pdf,2,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
A858,Chairs,A858 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width48 *Chair Back Height79 *Floor to Seat Height45-55 *Floor to Chair Back Height118-128 65*50*59 2piece per carton 21.3kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B-201,Chairs,B-201 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-202,Chairs,B-202 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-203,Chairs,B-203 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-206,Chairs,B-206 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-207,Chairs,B-207 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-208,Chairs,B-208 black High-quality mesh fabric + high-density foam + PP + metal 71*57*62 2piece per carton,ea,,AUD,chairs.pdf,17,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-209,Chairs,B-209 black High-quality mesh fabric + high-density foam + PP + metal 71*59*62 2piece per carton,ea,,AUD,chairs.pdf,17,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B-285,Chairs,B-285 black High-quality mesh fabric + high-density foam + PP + metal 70*50*60 2piece per carton 11,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B-285-1,Chairs,B-285-1 black High-quality mesh fabric + high-density foam + PP + metal 70*50*65 2piece per carton 11.2,ea,,AUD,chairs.pdf,28,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B002,Chairs,B002 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width50 *chair depth64 *chair width57 *Chair Back Height59 *Floor to Seat Height44-52 72*60*48 2piece per carton 10kg,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B060,Chairs,B060 black frame High-quality mesh fabric + high-density foam + PP + metal 47-57*58*97-107 65*50*59 2piece per carton 21.3kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B10,Chairs,B10 black frame High-quality mesh fabric + high-density foam + PP + metal 74*55*63 2piece per carton,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B207,Chairs,B207 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width50 *chair depth60 *chair width61 *Chair Back Height60 *Floor to Seat Height44-56 *Floor to Chair 67*50*58 两piece per car,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B2501,Chairs,B2501 framegrey black frameblack mesh High-quality mesh fabric + high-density foam + PP + metal 70*59*60 2piece per carton 9.45KG,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B28,Chairs,B28 grey grey frame blue s High-quality mesh fabric + high-density foam + PP + metal 75*51*64 2piece per carton,ea,,AUD,chairs.pdf,23,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B3002,Chairs,B3002 black frame With Seat Shell High-quality mesh fabric + high-density foam + PP + metal 74*61*64 3piece per carton,ea,,AUD,chairs.pdf,26,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B3014-V,Chairs,B3014-V black frame With Seat Shell High-quality mesh fabric + high-density foam + PP + metal 74*61*64 3piece per carton,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B33,Chairs,B33 black High-quality mesh fabric + high-density foam + PP + metal 75*51*64 2piece per carton,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B4003,Chairs,B4003 black frame High-quality mesh fabric + high-density foam + PP + metal 74*61*64 3piece per carton,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B855,Chairs,B855 black frame High-quality mesh fabric + high-density foam + PP + metal 5个两箱靠背 配件、坐垫分 开装 8.4kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
B856,Chairs,B856 black frame High-quality mesh fabric + high-density foam + PP + metal Back Height93-101 72*54*58.5 2piece per carton 9.2kg,ea,,AUD,chairs.pdf,21,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
B858,Chairs,B858 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width48 *Chair Back Height59 *Floor to Seat Height45-55 *Floor to Chair Back Height101-111 65*50*59 2piece per carton 21.3kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
C-203,Chairs,C-203 black High-quality mesh fabric + high-density foam + PP + metal 62*54*53 4piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
C-205,Chairs,C-205 black High-quality mesh fabric + high-density foam + PP + metal 71*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
C-206,Chairs,C-206 black High-quality mesh fabric + high-density foam + PP + metal 62*54*53 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
C-207,Chairs,C-207 black High-quality mesh fabric + high-density foam + PP + metal 67*54*62 2piece per carton,ea,,AUD,chairs.pdf,16,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
C-285,Chairs,C-285 black High-quality mesh fabric + high-density foam + PP + metal 70*50*60 2piece per carton 10.9,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
C-285-1,Chairs,C-285-1 black High-quality mesh fabric + high-density foam + PP + metal 70*50*65 2piece per carton 10.8,ea,,AUD,chairs.pdf,28,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
C2501,Chairs,C2501 black frameblack mesh High-quality mesh fabric + high-density foam + PP + metal 70*59*60 2piece per carton 8.9KG,ea,,AUD,chairs.pdf,27,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
C28,Chairs,C28 grey grey frame blue s High-quality mesh fabric + high-density foam + PP + metal 75*51*64 2piece per carton,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D-201,Chairs,D-201 black High-quality mesh fabric + high-density foam + PP + metal 86*60*58 4piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D-202,Chairs,D-202 black High-quality mesh fabric + high-density foam + PP + metal 82*60*58.5 4piece per carton,ea,,AUD,chairs.pdf,15,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D002,Chairs,D002 black frame High-quality mesh fabric + high-density foam + PP + metal *Floor to Chair *seat depth49 *seat width47 *chair depth59 *chair width57 *Floor to Seat Height47 *Floor to Chair Back Height103 86*66*58 4piece ,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D060,Chairs,D060 grey frame High-quality mesh fabric + high-density foam + PP + metal 62*50*51 57*58*97 2piece per carton 20.65kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D10,Chairs,D10 black frame High-quality mesh fabric + high-density foam + PP + metal 74*55*63 2piece per carton,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D139,Chairs,D139 Board+55 plastic black blackWriting Board+11$ High-quality mesh fabric + high-density foam + PP + metal 99*29*63 2piece per carton,ea,,AUD,chairs.pdf,26,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D164,Chairs,D164 black frameWith Writi n High-quality mesh fabric + high-density foam + PP + metal 99*29*63 2piece per carton,ea,,AUD,chairs.pdf,26;27,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D168,Chairs,D168 black frame with blackWriting Board+11$ High-quality mesh fabric + high-density foam + PP + metal 99*29*63 2piece per carton 17KGS,ea,,AUD,chairs.pdf,26,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D180,Chairs,D180 black frame black Writing Board+11$ High-quality mesh fabric + high-density foam + PP + metal 102*37*62 2piece per carton 18.65KGS,ea,,AUD,chairs.pdf,26,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D188,Chairs,D188 g black frame High-quality mesh fabric + high-density foam + PP + metal 86*66*58 4piece per carton 8.25kg,ea,,AUD,chairs.pdf,21,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D207B,Chairs,D207B black frame Bac*kse aHtei gdhetp9t5h5-0107 *seat width50 *chair depth55 *chair width57 *Chair Back Height43 *Floor to Seat 95*65*57 5piece per carton 8.4kg,ea,,AUD,chairs.pdf,24,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D208,Chairs,D208 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee 80*68*57 4 pieces per carton 0.08m³/piece 9kg,ea,,AUD,chairs.pdf,10,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D2203,Chairs,D2203 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey 70*64*65 2 pieces per carton leg frame inside 0.15m³/piece 14kg,ea,,AUD,chairs.pdf,5,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D2205,Chairs,D2205 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey 70*64*65 2 pieces per carton leg frame inside 0.15m³/piece 15kg,ea,,AUD,chairs.pdf,5,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D4003,Chairs,D4003 black frame High-quality mesh fabric + high-density foam + PP + metal 74*61*64 3piece per carton leg inside,ea,,AUD,chairs.pdf,25,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D778,Chairs,D778 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth48 *seat width49 *Chair Back Height59 *Floor to Seat Height45 *Floor to Chair 57*58*97 6piece per carton 0.39方 42.1kg,ea,,AUD,chairs.pdf,17;18,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D8068,Chairs,D8068 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey coffee 110*80*52 4 pieces per carton leg frame individually packaged 0.13m³/piece 16kg,ea,,AUD,chairs.pdf,9,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D855,Chairs,D855 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width48 *Chair Back Height59 *Floor to Seat Height44 *Floor to Chair 82*60*60 6piece per carton 8.4kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D856,Chairs,D856 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth48.5 *seat width47 *chair depth51 *chair width52 *Chair Back Height68 *Floor to Seat Height45 57*58*97 6piece per carton 0.39方 40kg,ea,,AUD,chairs.pdf,21,REVIEW_REQUIRED,MULTIPLE_PRICES_OR_CURRENCIES
D858,Chairs,D858 black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth50 *seat width48 *Chair Back Height59 *Floor to Seat Height44 *Floor to Chair Back Height101 5piece per carton 82*60*60 8.4kg,ea,,AUD,chairs.pdf,18,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D866,Chairs,D866 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey 110*80*52 4 pieces per carton leg frame individually packaged 0.13m³/piece 15kg,ea,,AUD,chairs.pdf,10,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
D867,Chairs,D867 PU leather High-quality PU leather + high-density sponge+ Wooden Inner Frame + metal legs black grey 110*80*52 4 pieces per carton leg frame individually packaged 0.13m³/piece 15kg,ea,,AUD,chairs.pdf,10,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
J153A,Chairs,J153A black frame High-quality mesh fabric + high-density foam + PP + metal Height45 *seat depth52 *seat width50 *chair depth64 *Chair Back Height74(加头枕） *Floor to Seat Height42-50 83*65*56 2piece per carton 10.5kg,ea,,AUD,chairs.pdf,20,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
J153B,Chairs,J153B black frame High-quality mesh fabric + high-density foam + PP + metal *seat depth52 *seat width50 *chair depth64 *Chair Back Height55 *Floor to Seat Height42-50 *Floor to Chair 83*65*56 2piece per carton 9.5kg,ea,,AUD,chairs.pdf,21,REVIEW_REQUIRED,SUSPECT_LOW_PRICE_LT_100
